location,date,total_deaths,total_cases,pct_deaths_if_infected
"South America",2020-12-30,360918,13097978,2.755524555011468
"South America",2020-12-31,362651,13194159,2.7485723038505143
"South America",2021-01-01,363563,13241727,2.745585979834806
"South America",2021-01-02,364313,13281024,2.743109266273444
"South America",2021-01-03,365082,13320726,2.740706475007443
"South America",2021-01-04,366111,13366232,2.7390741085445773
"South America",2021-01-05,367778,13460578,2.7322600857110295
"South America",2021-01-06,369744,13564354,2.725850416466571
"South America",2021-01-07,371919,13692700,2.716184536285758
"South America",2021-01-08,373646,13789814,2.7095796941133505
"South America",2021-01-09,375441,13888500,2.7032508910249486
"South America",2021-01-10,376431,13950087,2.6984132787128856
"South America",2021-01-11,377789,14016377,2.695339887047844
"South America",2021-01-12,379579,14118802,2.6884646445215394
"South America",2021-01-13,381515,14220655,2.6828229782664725
"South America",2021-01-14,383325,14330160,2.6749526871995846
"South America",2021-01-15,385382,14459181,2.6653100199796933
"South America",2021-01-16,387053,14563019,2.6577799562027624
"South America",2021-01-17,388320,14633595,2.653619975132563
"South America",2021-01-18,389718,14687474,2.6534038460255314
"South America",2021-01-19,391703,14786461,2.649065249622611
"South America",2021-01-20,394008,14904153,2.6436121529348227
"South America",2021-01-21,396141,15001410,2.6406917749731527
"South America",2021-01-22,398300,15103979,2.6370534545896813
"South America",2021-01-23,400249,15199705,2.6332682114554196
"South America",2021-01-24,401849,15267011,2.6321393231458337
"South America",2021-01-25,403239,15321389,2.6318697345260276
"South America",2021-01-26,405695,15429130,2.6294094352695194
"South America",2021-01-27,407703,15527042,2.6257609144098404
"South America",2021-01-28,410095,15628556,2.6240108171221963
"South America",2021-01-29,412171,15724104,2.621268595018196
"South America",2021-01-30,414551,15823179,2.619897051028747
"South America",2021-01-31,415850,15877836,2.6190596753864948
"South America",2021-02-01,417218,15925451,2.6198190556738394
"South America",2021-02-02,419217,16011095,2.6182906290918893
"South America",2021-02-03,421384,16110634,2.6155643533333324
"South America",2021-02-04,423302,16194464,2.613868541743648
"South America",2021-02-05,425481,16277157,2.6139761384620175
"South America",2021-02-06,426278,16309078,2.613746773422753
"South America",2021-02-07,428678,16417234,2.6111463112482896
"South America",2021-02-08,429389,16433349,2.6129123162904895
"South America",2021-02-09,432277,16539064,2.6136726963508936
"South America",2021-02-10,434091,16619362,2.6119594723311277
"South America",2021-02-11,436608,16703528,2.6138669627159006
"South America",2021-02-12,438481,16785159,2.6123136516013936
"South America",2021-02-13,440345,16857776,2.6121179923140514
"South America",2021-02-14,441955,16914015,2.612951448842868
"South America",2021-02-15,443111,16962278,2.612331904948144
"South America",2021-02-16,444675,17030908,2.6109882103760995
"South America",2021-02-17,446450,17110254,2.6092540765321193
"South America",2021-02-18,448777,17190940,2.6105436933640624
"South America",2021-02-19,450752,17274971,2.609277896906455
"South America",2021-02-20,452661,17357779,2.607827879361755
"South America",2021-02-21,453964,17416393,2.6065328222669297
"South America",2021-02-22,455057,17458845,2.6064553525734375
"South America",2021-02-23,457020,17543007,2.605140612438905
"South America",2021-02-24,459111,17637855,2.6029865876547915
"South America",2021-02-25,461357,17733606,2.601597216042806
"South America",2021-02-26,463512,17832798,2.5992107351858076
"South America",2021-02-27,465485,17919846,2.5975948677237515
"South America",2021-02-28,466504,17968065,2.596295149199427
"South America",2021-03-01,467842,18026103,2.595358519808746
"South America",2021-03-02,470214,18111492,2.596219019393874
"South America",2021-03-03,472652,18203448,2.5964971031861657
"South America",2021-03-04,475075,18304962,2.5953345327895243
"South America",2021-03-05,477535,18407118,2.594295315540434
"South America",2021-03-06,479625,18504072,2.59199704800111
"South America",2021-03-07,481143,18607163,2.5857945136504688
"South America",2021-03-08,482792,18661411,2.587114125507444
"South America",2021-03-09,485374,18760289,2.58724159313324
"South America",2021-03-10,487990,18860970,2.587300653147744
"South America",2021-03-11,490847,18968131,2.587745729929849
"South America",2021-03-12,493620,19084874,2.5864462086571804
"South America",2021-03-13,496157,19191051,2.5853560599677423
"South America",2021-03-14,497752,19258187,2.5846254374827704
"South America",2021-03-15,499415,19317552,2.585291345404428
"South America",2021-03-16,502867,19429272,2.588192702227855
"South America",2021-03-17,506330,19560848,2.588486961301473
"South America",2021-03-18,509617,19676311,2.5900027703363704
"South America",2021-03-19,513283,19810464,2.590969095928293
"South America",2021-03-20,516083,19916872,2.591185001339568
"South America",2021-03-21,518009,20002228,2.5897565011257746
"South America",2021-03-22,519828,20075425,2.5893748202092857
"South America",2021-03-23,523779,20198149,2.5932029712227593
"South America",2021-03-24,526178,20316853,2.589859758300166
"South America",2021-03-25,529839,20465329,2.5889591122625
"South America",2021-03-26,534164,20598716,2.593190760045432
"South America",2021-03-27,538304,20726934,2.59712314421419
"South America",2021-03-28,540704,20809231,2.5983853031378237
"South America",2021-03-29,543242,20886319,2.600946581348298
"South America",2021-03-30,547509,21003564,2.606743312706358
"South America",2021-03-31,552232,21149540,2.611082794235714
"South America",2021-04-01,556769,21295479,2.614493902672957
"South America",2021-04-02,560349,21408858,2.6173698755907484
"South America",2021-04-03,563101,21492739,2.6199592336742192
"South America",2021-04-04,565109,21569264,2.6199734956185803
"South America",2021-04-05,567372,21642108,2.6216115361775296
"South America",2021-04-06,572178,21776120,2.627547974570309
"South America",2021-04-07,576972,21926285,2.6314170412361237
"South America",2021-04-08,582714,22087381,2.638221344576797
"South America",2021-04-09,587560,22250300,2.6406834964022954
"South America",2021-04-10,591541,22384990,2.642578799454456
"South America",2021-04-11,594302,22479160,2.643790960160433
"South America",2021-04-12,596866,22570170,2.6444904934256144
"South America",2021-04-13,601765,22715680,2.6491172617328647
"South America",2021-04-14,606489,22854434,2.65370387208014
"South America",2021-04-15,611375,22990913,2.6592027902502173
"South America",2021-04-16,615844,23150047,2.660227860444517
"South America",2021-04-17,620333,23288379,2.6637019261838706
"South America",2021-04-18,622800,23381531,2.663640802648894
"South America",2021-04-19,625827,23470911,2.666394159135962
"South America",2021-04-20,630579,23610671,2.6707373119552598
"South America",2021-04-21,635068,23749030,2.6740797413620685
"South America",2021-04-22,639255,23874505,2.6775633672823793
"South America",2021-04-23,643957,24025461,2.6803106920612265
"South America",2021-04-24,648591,24159002,2.6846762958171864
"South America",2021-04-25,651128,24244480,2.685675254738398
"South America",2021-04-26,653917,24325791,2.6881633571545525
"South America",2021-04-27,658283,24453775,2.6919483801580735
"South America",2021-04-28,663348,24607245,2.6957426562786693
"South America",2021-04-29,667863,24736782,2.6998782622573945
"South America",2021-04-30,672415,24878216,2.7028264406097287
